Name,Email,Position,Site,Main,Date,Time,Phone,Money,Shift,Avatar,
Natalie Carson,lpalmer@yahoo.com,Custodial Lead,DuPont – Buffalo,Microsoft (CBRE) – Puget Sound (CBRE),04/07/2020,4:50 PM,(444) 444-4458,"$3,186.00",Day,https://cdn.4insite.com/assets/r14876ff55e7c49cbb37f9ed1db6b0221_IMG_08721_t.jpg,https://cdn.4insite.com/image/r2d40f3ab68084c50874cf1163069d0ae_Adelina2_t.png
Natalie Glover,josem@aol.com,Custodial Lead II,"GE Healthcare – Chicago, IL","Delta - LaGuardia, NY",01/05/2022,7:55 PM,(444) 444-4459,"$7,807.00",Night,https://cdn.4insite.com/assets/b99a141d156b40799d376d5f0ca7c6cc_1000002586_t.jpg,https://cdn.4insite.com/image/r424dcc1e79274504899c4c91778e57a7_20251016_160420_t.png
Nicholas Becker,nimaclea@yahoo.ca,"Custodial Lead, Safety",Cigna (CBRE) – Arizona,"Delta - Detroit, MI",07/23/2020,5:50 PM,(222) 222-236,"$2,223.00",Swing,https://cdn.4insite.com/assets/067d5aee17754d9898db1d1f6d12d927_AlesajaCrayton_t.jpg,https://cdn.4insite.com/image/r49e96f4ac0a348f2ba5b79a3f3a82b15_IMG_20260504_165133_t.png
Nicholas Bryan,mwitte@icloud.com,Cust Foreperson,"Technicolor (CBRE) – Memphis, TN",Microsoft (CBRE) – Puget Sound (CBRE),04/26/2021,11:15 AM,(000) 000-0006,"$4,832.00",Graveyard,https://cdn.4insite.com/assets/f4af2fa5406247e4b22ee422519139ed_ArmandoMunguiaChubb_t.jpg,https://cdn.4insite.com/image/r7a7a4d302db841cc9359e1fc7882de75_sharedimage77_t.png
Nicholas Delacruz,skythe@live.com,Custodial Supervisor,Charles Schwab (JLL) – Boulder,"Delta - LaGuardia, NY",07/25/2021,6:15 AM,(333) 333-3333,"$123,383.20",Day,https://cdn.4insite.com/assets/5f1644dcb6cb46e5bfded64ea8133307_IMG_2611_t.jpg,https://cdn.4insite.com/image/rcf164a41b43540659caabd68e115b0fc_Meta_t.png
Nicole Sears,tjensen@me.com,Customer Service Rep,Charles Schwab (JLL) – Abilene,"Delta - Detroit, MI",03/08/2021,10:55 AM,(555) 555-5561,"$2,530.00",Night,https://cdn.4insite.com/assets/586c0dfdb23545119eefda790711d3f8_IMG_1889_t.jpg,https://cdn.4insite.com/image/rde4fb108feba4dbdad1c09df927d0fe5_20250812_103625_t.png
Nicole Weeks,skaufman@comcast.net,Floor Tech,GE Aviation – Additive (West Chester),Microsoft (CBRE) – Puget Sound (CBRE),09/16/2020,6:35 AM,(777) 777-7777,"$17,131.94",Swing,https://cdn.4insite.com/assets/c011422cd51a4c96b3e6e67af1a3ef34_IMG_2627_t.jpg,https://cdn.4insite.com/image/red1d9fed2f9243289517b8636f8e09ca_1000000478_t.png
Norman Rutledge,mthurn@mac.com,GMP Floor Tech,"Admedes – Admedes, Cartago","Delta - LaGuardia, NY",01/10/2022,6:00 PM,(444) 444-4458,$153.00,Graveyard,https://cdn.4insite.com/assets/7c18e2f66942433a9cee39601f83eb7d_20230221_130515_t.jpg,https://cdn.4insite.com/image/rf6d0285e3355413d8caea14c37c5f54f_AdrianaIniguez_t.png
Philip Boyd,luebke@live.com,Maintenence Tech,"E&J Gallo Winery – Modesto, CA","Delta - Detroit, MI",12/12/2021,8:15 AM,(000) 000-0002,"$5,877.00",Day,https://cdn.4insite.com/assets/1604509629.9173334_BLewispicture_t.jpg,https://cdn.4insite.com/image/64d3d91b-36e2-3cba-3b25-ef668df1dcdf_t.png
Phillip Oconnor,dwendlan@icloud.com,CSR,"Microsoft (CBRE) – Des Moines, IA",Microsoft (CBRE) – Puget Sound (CBRE),07/05/2021,4:55 PM,(555) 555-5569,"$9,053.00",Night,https://cdn.4insite.com/assets/r2cbbe1d30f314fdf8281ea25b50625f3_image_t.jpg,https://cdn.4insite.com/image/443ead305a924cecb2bcca177ab251ad_DestinyPicture_t.png
Ramon Conner,afeldspar@hotmail.com,Custodian,"Anthem – Denver, CO","Delta - LaGuardia, NY",12/20/2020,10:25 AM,(888) 888-8893,"$4,710.00",Swing,https://cdn.4insite.com/assets/9ee70832ab44406b9707a4bda77482b7_CAthy_t.jpg,https://cdn.4insite.com/image/2aaabfc1c8d34c59ad7e469c4207aad4_AMALIAMATEOS_t.png
Ramona Merrill,dleconte@me.com,Custodial Supervisor,"HP (JLL) – Aguadilla, PR ","Delta - Detroit, MI",11/25/2020,8:30 PM,(222) 222-238,"$8,159.00",Graveyard,https://cdn.4insite.com/assets/r594bbe6a515d4b3bbc5e6b8d9211898a_MicrosoftTeamsimage6_t.png,https://cdn.4insite.com/image/d45e8261ad75439e820a04b10ca2341a_Gerardo_t.png
Randy Martin,what2988@gmail.com,Sr Custodial Lead,"Merck (Sodexo) – Branchburg, NJ",Microsoft (CBRE) – Puget Sound (CBRE),01/23/2022,10:25 PM,(222) 222-239,"$8,699.00",Day,https://cdn.4insite.com/assets/465c0fd23241404e8859de5b43cdc2ce_image_t.jpg,https://cdn.4insite.com/image/c22244a3a27748e4a3ec9c3c7bc6cc7d_EliazarMartinezpicture_t.png
Ray Lawrence,rmcfarla@optonline.net,Recycle Tech,"E&J Gallo Winery – Modesto, CA","Delta - LaGuardia, NY",04/06/2022,7:00 PM,(777) 777-7792,"$9,549.00",Night,https://cdn.4insite.com/assets/6fa34aa76bd24c7f9e02f22bd04fc227_ChinhQuang2_t.jpg,https://cdn.4insite.com/image/a9e4c0d3983041c89e44f3b70d6cd7ea_processed9cf7fbbcb6974c2a96f1f6a1e0b2246e_NS0GrQ1h_t%20%281%29.png
Raymond Ramsey,ahuillet@verizon.net,CSR Lead,"GE Aviation – Terre Haute, IN","Delta - Detroit, MI",07/19/2021,7:25 PM,(777) 777-7791,"$3,333.00",Swing,https://cdn.4insite.com/assets/ecc3eb7cd1d24059baae90108bbd6513_Resized_R_2_t.jpg,https://cdn.4insite.com/image/9582ac79ea0a4c6b81bac5f873ace89b_FernnadoMaldonadoCarlon_t.png
Rebecca Everett,denism@verizon.net,"CSR, Exterior",Abbott – Abbott Park,Microsoft (CBRE) – Puget Sound (CBRE),12/12/2020,12:30 PM,(666) 666-6674,"$4,181.00",Graveyard,https://cdn.4insite.com/image/870c81ae-1282-c1a0-4acc-b7beba7d49c4_t.png,https://cdn.4insite.com/image/r41cbee694fa448b18d03560e8c058a36_sharedimage85_t.png
Rebecca Jacobson,marcs800@att.net,Cleanroom Tech,"Anthem – Denver, CO","Delta - LaGuardia, NY",07/25/2021,12:40 PM,(888) 888-8896,"$1,844.00",Day,https://cdn.4insite.com/assets/6089d1e951924c5ebc8f1724c05899d8_EarleneWoodson_t.jpg,https://cdn.4insite.com/image/de7b5dbdff6947ec8579383db7ecab23_dionne_t.png
Reginald Morris,gknauss@gmail.com,Custodial Lead,"Microsoft (CBRE) – Des Moines, IA","Delta - Detroit, MI",02/07/2020,11:00 AM,(666) 666-6672,"$9,588.00",Night,https://cdn.4insite.com/image/b0392430-487e-69f1-1c81-25005fa16c95_t.png,https://cdn.4insite.com/image/d210c43d6800476fa54d6bc11bc1671e_1000035160_t.png
Roberta Chaney,warrior@yahoo.com,Custodial Lead II,"Admedes – Admedes, Cartago",Microsoft (CBRE) – Puget Sound (CBRE),09/27/2020,8:10 PM,(777) 777-7792,"$9,738.00",Swing,https://cdn.4insite.com/assets/b0c36261e68d4e3fb8cd26414edd0af2_IMG_20221104_58325_t.jpg,https://cdn.4insite.com/image/racba52fe01a94201948c713b243320b7_Fye_t.png
Roberta Warren,cderoove@gmail.com,"Custodial Lead, Safety","Merck – Boston, MA","Delta - LaGuardia, NY",05/27/2021,7:05 AM,(444) 444-4445,"$1,389.00",Graveyard,https://cdn.4insite.com/image/20046cbc-7544-e32a-e889-cd0947769de0_t.png,https://cdn.4insite.com/image/ra61e3788cd9a406e9feead0398076835_FaizaAbdirahman_t.png
Roger Rosario,dmath@msn.com,Cust Foreperson,"Micron (C&W) – Boise, ID","Delta - Detroit, MI",01/26/2020,5:40 PM,(000) 000-0013,"$1,354.00",Day,https://cdn.4insite.com/assets/2c255452075840f0b48a9e6800722b24_aliver_t.jpg,https://cdn.4insite.com/image/ra09f1830355444b594f9d1bff9db3d73_file_000000004f5071f7a76d0c997440972a1_t.png
Roland Glass,frosal@live.com,Custodial Supervisor,"Discovery Labs (CBRE) – King of Prussia, PA",Microsoft (CBRE) – Puget Sound (CBRE),02/16/2020,8:50 AM,(777) 777-7780,$300.00,Night,https://cdn.4insite.com/assets/56aac24b0c5e4f29813e537865eeca0b_IMG_20210922_160106009_t.jpg,https://cdn.4insite.com/image/rda12566409ff4d97861069a17547c11c_1000007948_t.png
Rosemary Flores,ahuillet@hotmail.com,Customer Service Rep,"Discovery Labs (CBRE) – King of Prussia, PA","Delta - LaGuardia, NY",06/06/2021,11:10 AM,(888) 888-8894,"$5,019.00",Swing,https://cdn.4insite.com/assets/1600109314.2572758_ScreenShot20200914at11.48_t.18AM,https://cdn.4insite.com/image/05bd3b28-b1be-4f55-80ac-6bd41fa07968_t.png
Russell Becker,dkeeler@live.com,Floor Tech,Intel (Amentum) – Bowers,"Delta - Detroit, MI",02/19/2020,10:35 AM,(111) 111-1117,"$2,874.00",Graveyard,https://cdn.4insite.com/image/48e0c0be-23ad-8b1b-abf9-ad8143e5c597_t.png,https://cdn.4insite.com/image/1582093447.933793_IMG_30041_t.png
Russell Hahn,fbriere@hotmail.com,GMP Floor Tech,Abbott – Abbott Park,Microsoft (CBRE) – Puget Sound (CBRE),04/02/2021,9:50 AM,(111) 111-1116,"$5,340.00",Day,https://cdn.4insite.com/assets/c49499a125c44bfd92aa5a21e982fe57_20221202_094054_t.jpg,https://cdn.4insite.com/image/1580527295.3800085_20200130_175733_resized_t.png
Ryan Head,camenisch@hotmail.com,Maintenence Tech,"Illumina – San Diego, CA","Delta - LaGuardia, NY",10/11/2021,6:25 PM,(000) 000-0014,"$8,970.00",Night,https://cdn.4insite.com/assets/1614806764.1993403_alex_t.png,https://cdn.4insite.com/image/rb879cfafa58844bda39629d8efe20534_RalphProfile_t.png
Ryan Maddox,scarlet@mac.com,CSR,"HP (JLL) – Palo Alto, CA","Delta - Detroit, MI",08/20/2021,3:15 PM,(333) 333-3345,"$7,273.00",Swing,https://cdn.4insite.com/assets/1594678941.8834553_seraheadshot_t.jpg,https://cdn.4insite.com/image/r70a56d53dcb1406d9fc497c26ac7f3ea_Pham_t.png
Salvador Hewitt,farber@hotmail.com,Custodian,Abbott – ADD - Great America,Microsoft (CBRE) – Puget Sound (CBRE),12/03/2020,4:35 PM,(111) 111-1125,"$2,618.00",Graveyard,https://cdn.4insite.com/assets/1583421735.1421053_AlyceSaylor2_t.jpg,https://cdn.4insite.com/image/01713d45bf964b82a782824361ab88fe_HungNguyen_t.png
Samuel Leblanc,netsfr@me.com,Custodial Supervisor,"Bayer (JLL) – Chesterfield, MO","Delta - LaGuardia, NY",01/14/2020,1:45 PM,(333) 333-3343,"$6,282.00",Day,https://cdn.4insite.com/image/b5b7a212-2846-4b11-fd95-50c0642d2563_t.png,https://cdn.4insite.com/image/067d5aee17754d9898db1d1f6d12d927_AlesajaCrayton_t.png
Sandra Gutierrez,wkrebs@comcast.net,Sr Custodial Lead,"Moderna (JLL) – Norwood, MA ","Delta - Detroit, MI",01/24/2022,8:00 AM,(666) 666-6668,"$9,663.00",Night,https://cdn.4insite.com/image/f8e5ed6b-be8f-135c-b5e9-23e71de4062d_t.png,https://cdn.4insite.com/image/1587958332.0398617_LNguyen_t.png
Sara Faulkner,preneel@msn.com,Recycle Tech,"GE Healthcare – Chicago, IL",Microsoft (CBRE) – Puget Sound (CBRE),05/04/2020,7:15 AM,(666) 666-6667,"$1,382.00",Swing,https://cdn.4insite.com/assets/1614178054.708322_AndreaPerrett_t.jpg,https://cdn.4insite.com/image/1594678941.8834553_seraheadshot_t.png
Shirley Bender,gregh@mac.com,CSR Lead,"Merck (Sodexo) – Branchburg, NJ","Delta - LaGuardia, NY",01/15/2020,8:25 AM,(222) 222-225,"$7,607.00",Graveyard,https://cdn.4insite.com/assets/e30999eb4957434692210811489f7f94_ChristyR_t.jpg,https://cdn.4insite.com/image/1faba6540d1046ce8f74582cd5134dca_a3f56ef4a1584863a5be7843fca568cb_t.png
Sonia Chang,flakeg@att.net,"CSR, Exterior","Micron (C&W) – Folsom, CA","Delta - Detroit, MI",01/22/2021,12:20 PM,(444) 444-4452,"$8,903.00",Day,https://cdn.4insite.com/image/7306ac44-047d-bbd9-2582-c0d8c7084933_t.png,https://cdn.4insite.com/image/20046cbc-7544-e32a-e889-cd0947769de0_t.png
Stacey Sosa,gravyface@msn.com,Cleanroom Tech,"Microsoft (CBRE) – Puget Sound, WA",Microsoft (CBRE) – Puget Sound (CBRE),04/10/2022,6:05 AM,(111) 111-1111,"$7,093.12",Night,https://cdn.4insite.com/assets/503bbc9547a8497cb44bd0cf8cd21841_IMG_20221104_45991_t.jpg,https://cdn.4insite.com/image/22cfeacabaf341eaa1f59f5b57dcc392_sharedimage79_t.png
Stacy Alvarez,esbeck@att.net,Custodial Lead,"Mercedes Benz – Ann Arbor, MI","Delta - LaGuardia, NY",11/30/2021,9:15 PM,(666) 666-6681,"$5,570.00",Swing,https://cdn.4insite.com/assets/f3d4c5f052e3418d91a87e630d46d25f_2_t.jpg,https://cdn.4insite.com/image/3c4fbb51f327498a8b14592ba244d15d_20221116_063815_t.png
Steve Snyder,tskirvin@yahoo.com,Custodial Lead II,"GE Healthcare – Chicago, IL","Delta - Detroit, MI",02/19/2021,9:40 PM,(222) 222-238,"$3,724.00",Graveyard,https://cdn.4insite.com/image/71e06da2-0baf-5fde-7763-c0abd59347e6_t.png,https://cdn.4insite.com/image/41fd825c-ce0a-63c1-96d4-3a323caaacc8_t.png
Steven Savage,flaviog@live.com,"Custodial Lead, Safety","Micron (C&W) – Folsom, CA",Microsoft (CBRE) – Puget Sound (CBRE),09/01/2020,12:15 PM,(333) 333-3341,$140.00,Day,https://cdn.4insite.com/image/a148ebfa-65da-2799-1072-9acfae6753e6_t.png,https://cdn.4insite.com/image/46e26cd24a2d4410af6a7fcaca905c5a_Frankklyn_t.png
Ted Barlow,meinkej@aol.com,Cust Foreperson,"GM (JLL) – Chandler, AZ","Delta - LaGuardia, NY",12/23/2021,4:40 PM,(222) 222-236,"$6,663.00",Night,https://cdn.4insite.com/assets/1608127214.275704_BrandonRodrigues_t.jpg,https://cdn.4insite.com/image/4899f1471ead4e598426aa8bc601cb12_IMELDAB_t.png
Terri Hutchinson,marioph@yahoo.ca,Custodial Supervisor,"GM (JLL) – Chandler, AZ","Delta - Detroit, MI",07/03/2020,9:05 AM,(111) 111-1115,"$4,798.00",Swing,https://cdn.4insite.com/assets/1577776047.9164042_yes2_t.jpg,https://cdn.4insite.com/image/4e3ef40aee0045d4abb5a540c7770611_mcpic2_t.png
Thelma Sparks,retoh@optonline.net,Customer Service Rep,IBM (SG) (CBRE) – MBFC,Microsoft (CBRE) – Puget Sound (CBRE),08/16/2021,6:10 AM,(222) 222-222,"$136,432.49",Graveyard,https://cdn.4insite.com/image/0ce0b502-777f-5289-30a1-39e05e4ab40f_t.png,https://cdn.4insite.com/image/59828af3b0ec4d31a45e4bfa00964e64_Hajrudin_t.png
Timothy Collier,wmszeliga@mac.com,Floor Tech,Abbott – Abbott Park,"Delta - LaGuardia, NY",08/15/2020,5:15 PM,(000) 000-0014,$270.00,Day,https://cdn.4insite.com/assets/7f90fd3d4d474a6483c1eccafe02219d_20221202_094143_t.jpg,https://cdn.4insite.com/image/5f1644dcb6cb46e5bfded64ea8133307_IMG_2611_t.png
Travis Todd,bastian@mac.com,GMP Floor Tech,"Micron (C&W) – Folsom, CA","Delta - Detroit, MI",12/19/2020,2:25 PM,(222) 222-233,"$3,292.00",Night,https://cdn.4insite.com/assets/4149e7a1c9884b5790d0816c59232625_PDCpics011_t.jpg,https://cdn.4insite.com/image/6f8f0adb4d6e48a78d3d161319c23f47_AdrainaManrique_t.png
Velma Webster,peoplesr@msn.com,Maintenence Tech,"Nestle – ST. Joseph, MO - Purina ",Microsoft (CBRE) – Puget Sound (CBRE),09/04/2021,10:50 AM,(444) 444-4450,"$2,413.00",Swing,https://cdn.4insite.com/image/c4eca239-09b2-b0e5-fead-226214e743c0_t.png,https://cdn.4insite.com/image/7f90fd3d4d474a6483c1eccafe02219d_20221202_094143_t.png
Veronica Dejesus,redingtn@comcast.net,CSR,Abbott – ADD - Great America,"Delta - LaGuardia, NY",07/03/2021,6:15 PM,(777) 777-7791,"$6,821.00",Graveyard,https://cdn.4insite.com/assets/ceaa86784444447f97140fd773a7b7e6_IMG_5952_t.jpg,https://cdn.4insite.com/image/a2d5c182f37e4286a7e41983057e0e61_AlejandraPP_t.png
Victoria Roy,neonatus@att.net,Custodian,"Clorox (CBRE) – Oakland, CA ","Delta - Detroit, MI",03/23/2021,7:30 AM,(000) 000-0001,"$1,033.00",Day,https://cdn.4insite.com/assets/rfafbb2760ff245ceb385db497dbe18c0_image_t.jpg,https://cdn.4insite.com/image/addec0e6-e0ea-1dc3-c7e8-41565c1672ea_t.png
Vincent Clarke,mddallara@optonline.net,Custodial Supervisor,Wells Fargo (CBRE) – Campus - MN,Microsoft (CBRE) – Puget Sound (CBRE),12/12/2021,1:25 PM,(888) 888-8897,"$8,283.00",Night,https://cdn.4insite.com/image/7f6b89e0-04e5-907e-8d03-4c044712fc6e_t.png,https://cdn.4insite.com/image/b0392430-487e-69f1-1c81-25005fa16c95_t.png
Viola Huff,grothoff@outlook.com,Sr Custodial Lead,"Technicolor (CBRE) – Memphis, TN","Delta - LaGuardia, NY",09/07/2021,5:10 PM,(888) 888-8902,$70.00,Swing,https://cdn.4insite.com/image/cd7aac60-6f50-5751-3ec9-48b7926cab7e_t.png,https://cdn.4insite.com/image/bbf4209e88984b958f5c934e7667b29f_HasimeRexhepi_t.png
Wade Cantrell,dsugal@outlook.com,Recycle Tech,"State Farm (CBRE) – Duluth, GA","Delta - Detroit, MI",07/03/2021,8:15 PM,(888) 888-8903,$240.00,Graveyard,https://cdn.4insite.com/image/72e0ab8c-59c4-ad0c-1675-e02b0a26b5be_t.png,https://cdn.4insite.com/image/c504aa93-0312-2c68-1c85-6646852188d3_t.png
Wallace Herrera,ajlitt@mac.com,CSR Lead,General Dynamics – Bloomington,Microsoft (CBRE) – Puget Sound (CBRE),01/22/2020,2:35 PM,(444) 444-4455,"$6,524.00",Day,https://cdn.4insite.com/image/69561eb4-5acb-44ce-3402-320f2adfea88_t.png,https://cdn.4insite.com/image/d0b90b2e69b2463e83bb6cd741ab5fbc_Eric_t.png
Wanda Swanson,portscan@me.com,"CSR, Exterior","GE Aviation – Terre Haute, IN","Delta - LaGuardia, NY",03/27/2022,1:20 PM,(777) 777-7786,"$9,152.00",Night,https://cdn.4insite.com/assets/refb967dcb56840489fab507c47056d2c_profilepic2026_t.jpg,https://cdn.4insite.com/image/d762ead14ffb43b3a7bffc3353eae2d6_Capture_t.png
Wesley McKay,anicolao@yahoo.com,Cleanroom Tech,"Endo Pharmaceuticals Inc – Malvern, PA","Delta - Detroit, MI",08/23/2020,1:00 PM,(333) 333-3342,"$8,287.00",Swing,https://cdn.4insite.com/image/e2841eff-3ff3-a6f7-998d-9c894965fbde_t.png,https://cdn.4insite.com/image/dfecf63caaa94f0ba9f3d91fce6c6608_IMG_7540_t.png
Wesley Rollins,birddog@optonline.net,Custodial Lead,"Genentech – Hillsboro, OR",Microsoft (CBRE) – Puget Sound (CBRE),01/28/2020,9:55 PM,(555) 555-5571,"$2,525.00",Graveyard,https://cdn.4insite.com/image/3039c49d-c687-a137-9faa-74d272a12057_t.png,https://cdn.4insite.com/image/e1ba0a04-44f3-511c-e88b-ac9b0a3bcf4c_t.png
Willard Good,draper@gmail.com,Custodial Lead II,"McKesson (CBRE) – Irving, TX","Delta - LaGuardia, NY",09/22/2020,8:30 AM,(333) 333-3336,"$5,345.00",Day,https://cdn.4insite.com/image/3eef672f-3a70-5deb-a1a2-1bba22094b80_t.png,https://cdn.4insite.com/image/e4382979-efe3-0613-770f-74f7f061a95d_t.png
William Tanner,santif212@gmail.com,"Custodial Lead, Safety",Asurion (JLL) – Gulch,"Delta - Detroit, MI",09/10/2020,10:30 PM,(333) 333-3350,"$9,351.00",Night,https://cdn.4insite.com/assets/1579645815.2171333_EdithBuruca_t.jpg,https://cdn.4insite.com/image/ee9b823d1b8246cd8d96f4f72918c900_FullSizeRender_t.png
Wilma Hodges,sabren@att.net,Cust Foreperson,Lockheed Martin Space – North Denver Metro,Microsoft (CBRE) – Puget Sound (CBRE),04/21/2020,11:35 AM,(444) 444-4451,"$2,389.00",Swing,https://cdn.4insite.com/image/845bcb1a-47ce-a7a8-f040-22aa690c1c7e_t.png,https://cdn.4insite.com/image/f7d9ca3e238e4332bce7332228d3fb4f_IMG_8036_t.png
